,ID,CAP,Età,Data_evento_1,Feat_A_1,Feat_A_2,Feat_A_3,Feat_A_4,Feat_A_5,Feat_A_6,Data_evento_2,Feat_B_1,Feat_B_2,Feat_B_3,Feat_B_4,Feat_B_5,Feat_B_6,Target_1,Feat_C_1,Feat_C_2,Feat_C_3,Feat_C_4,Feat_C_6,Feat_C_5,Target_2
60,60,00012,27.0,13421721600.0,7.4,5.73,7.12,712.0,24.706400000000002,4.311762652705061,13425177600.0,4.8,7.3,8.0,38.4,0.2,4.1472,0.0,7.8,8.5,16.3,8.235294117647062,3.5,0.0,0.0
61,61,,,13484966400.0,,,,,,,,,,,,,,,19.7,17.8,37.5,9.644670050761414,4.0,0.0,0.0
62,62,,,13400553600.0,,,,,,,,,,,,,,,18.0,21.0,39.0,14.285714285714285,2.0,0.0,0.0
63,63,00122,45.0,13599619200.0,3.88,1.74,6.99,699.0,24.255300000000002,13.939827586206897,13599619200.0,0.8,7.3,38.0,30.400000000000002,1.1,1.2768,0.0,13.7,11.8,25.5,13.868613138686122,2.0,0.0,0.0
64,64,00125,19.0,13560220800.0,0.89,1.92,1.51,151.0,5.2397,2.7290104166666667,13551148800.0,,,,,,,,21.9,22.5,44.4,2.666666666666673,0.0,0.0,0.0
65,65,,,13390012800.0,,,,,,,,,,,,,,,8.6,8.2,16.799999999999997,4.651162790697678,1.0,0.0,0.0
66,66,00195,69.0,13399344000.0,4.74,2.62,6.9,690.0,23.943,9.13854961832061,13390790400.0,,,,,,,,32.0,33.0,65.0,3.0303030303030303,4.0,0.0,0.0
67,67,,,13384310400.0,,,,,,,,,,,,,,,16.5,7.7,24.2,53.333333333333336,0.0,0.0,0.0
68,68,,,13389408000.0,,,,,,,,,,,,,,,8.4,10.6,19.0,20.754716981132066,2.0,0.0,0.0
69,69,,,13394246400.0,,,,,,,,,,,,,,,22.0,20.0,42.0,9.090909090909092,2.0,0.0,0.0
70,70,,,13488595200.0,,,,,,,,,,,,,,,26.5,17.0,43.5,35.84905660377358,1.0,1.0,0.0
71,71,,,13434422400.0,,,,,,,,,,,,,,,15.7,14.4,30.1,8.280254777070057,0.0,0.0,0.0
72,72,00132,29.0,13472006400.0,16.35,6.94,4.74,474.0,16.4478,2.37,13466304000.0,3.8,7.2,0.0,0.0,0.2,0.0,1.0,9.1,9.1,18.2,0.0,0.0,0.0,0.0
73,73,00177,25.0,13425091200.0,4.85,3.17,5.93,593.0,20.5771,6.491198738170348,13329705600.0,3.5,7.3,120.0,420.0,1.0,87.78,0.0,15.4,15.4,30.8,0.0,4.0,1.0,0.0
74,74,NA,20.0,13399344000.0,19.65,9.98,8.4,840.0,29.148000000000003,2.9206412825651307,13399344000.0,3.5,7.4,0.4,1.4,0.4,0.0,0.0,9.2,13.2,22.4,30.303030303030305,4.0,0.0,0.0
75,75,00179,42.0,13458096000.0,5.64,,,,,,13483497600.0,3.0,7.4,10.0,30.0,0.7,0.0,0.0,13.7,12.6,26.299999999999997,8.029197080291969,2.5,1.0,0.0
76,76,,,13379990400.0,,,,,,,,,,,,,,,18.8,15.0,33.8,20.212765957446813,5.0,0.0,0.0
77,77,,,13464403200.0,,,,,,,,,,,,,,,21.2,20.3,41.5,4.245283018867918,0.0,0.0,0.0
78,78,00071,36.0,13389148800.0,6.46,3.5,6.13,613.0,21.2711,6.077457142857143,13384656000.0,2.4,7.5,3.0,7.2,0.7,0.0144,0.0,8.4,6.0,14.4,28.571428571428577,4.0,0.0,0.0
79,79,03020,18.0,13559443200.0,3.17,2.67,3.71,371.0,12.873700000000001,4.8216104868913865,13559443200.0,2.2,7.3,95.0,209.00000000000003,0.5,27.588000000000005,0.0,15.8,13.3,29.1,15.822784810126581,0.0,0.0,0.0
80,80,,,13347417600.0,,,,,,,,,,,,,,,11.7,9.0,20.7,23.076923076923073,3.0,2.0,0.0
81,81,,,13414204800.0,,,,,,,,,,,,,,,17.5,25.4,42.9,31.102362204724404,0.0,0.0,0.0
82,82,00119,29.0,13603593600.0,1.75,3.72,4.15,415.00000000000006,14.400500000000003,3.871102150537635,13603248000.0,1.2,7.2,4.0,4.8,1.1,0.0,0.0,15.7,13.9,29.6,11.464968152866236,2.0,0.0,0.0
83,83,,,13452048000.0,,,,,,,,,,,,,,,19.2,18.3,37.5,4.687499999999993,3.0,0.0,0.0
84,84,,,13497667200.0,,,,,,,,,,,,,,,18.4,17.6,36.0,4.347826086956506,3.5,0.0,0.0
85,85,00177,42.0,13476240000.0,1.77,1.41,4.8,480.0,16.656,11.812765957446809,13473043200.0,5.0,7.2,150.0,750.0,0.3,132.0,0.0,22.2,19.7,41.9,11.26126126126126,0.0,0.0,0.0
86,86,00020,18.0,13537670400.0,3.0,2.65,4.18,418.0,14.5046,5.473433962264151,13572144000.0,3.0,7.5,68.0,204.0,1.2,24.684,0.0,10.2,9.9,20.1,2.9411764705882253,3.0,0.0,0.0
87,87,,45.0,13451702400.0,,,,,,,,,,,,,,,23.5,23.9,47.4,1.673640167364011,1.5,0.0,0.0
88,88,,,13499654400.0,,,,,,,,,,,,,,,26.1,18.2,44.3,30.26819923371648,0.0,0.0,0.0
89,89,NA,25.0,13503888000.0,12.17,6.31,5.2334293948126795,523.342939481268,18.16,2.8779714738510305,13632278400.0,1.0,7.8,0.0,0.0,0.2,0.0,1.0,1.9,1.7,3.6,10.526315789473681,0.0,0.0,1.0
90,90,00131,38.0,13555987200.0,4.89,2.03,3.47,347.0,12.0409,5.931477832512316,13553481600.0,6.2,7.3,0.1,0.62,0.2,0.0,0.0,15.0,17.6,32.6,14.772727272727279,4.0,0.0,0.0
91,91,00136,30.0,13442976000.0,2.98,1.54,5.23,523.0,18.148100000000003,11.784480519480521,13453171200.0,,,,,,,,11.9,11.2,23.1,5.88235294117648,2.5,0.0,0.0
92,92,NA,22.0,13420252800.0,3.2,1.23,6.87,687.0,23.838900000000002,19.381219512195123,13420598400.0,1.9,7.3,48.0,91.19999999999999,1.0,11.491199999999997,0.0,13.1,8.6,21.7,34.35114503816794,3.5,1.0,0.0
93,93,00039,19.0,13440556800.0,6.52,3.68,5.4,540.0,18.738000000000003,5.0918478260869575,13440556800.0,3.0,7.2,3.0,9.0,0.4,0.27,0.0,18.7,15.9,34.6,14.973262032085557,1.5,0.0,0.0
94,94,00054,33.0,13394851200.0,11.64,3.12,2.45,245.00000000000003,8.501500000000002,2.7248397435897442,13394419200.0,0.6,7.4,12.0,7.2,0.5,0.648,0.0,11.8,0.0,11.8,100.0,0.0,3.0,0.0
95,95,,38.0,13571798400.0,,3.5,4.05,405.0,14.0535,4.015285714285715,13571798400.0,,,,,,,,22.5,21.7,44.2,3.555555555555559,3.0,0.0,0.0
96,96,00172,33.0,13440470400.0,3.42,3.49,6.13,613.0,21.2711,6.094871060171919,13440470400.0,4.0,7.5,95.0,380.0,0.5,73.15,0.0,19.3,15.7,35.0,18.652849740932652,3.0,0.0,0.0
97,97,00127,20.0,13453257600.0,4.47,2.48,7.42,742.0,25.747400000000003,10.382016129032259,13453689600.0,3.8,7.6,15.0,57.0,0.5,6.156,0.0,11.9,7.2,19.1,39.49579831932773,3.5,0.0,0.0
98,98,,,13491705600.0,,,,,,,,,,,,,,,14.0,12.5,26.5,10.714285714285714,2.5,0.0,0.0
99,99,,,13514083200.0,,,,,,,,,,,,,,,15.0,14.0,29.0,6.666666666666667,3.0,0.0,0.0
100,100,,,13430880000.0,,,,,,,,,,,,,,,27.2,28.1,55.3,3.202846975088976,0.0,0.0,0.0
101,101,NA,,13434422400.0,40.42,20.65,0.5,50.0,1.735,0.08401937046004844,,5.0,7.2,35.0,175.0,0.3,11.55,0.0,14.6,12.5,27.1,14.383561643835616,0.0,0.0,0.0
102,102,,,13453862400.0,,,,,,,,,,,,,,,16.0,16.4,32.4,2.439024390243894,3.0,0.0,0.0
103,103,,,13552358400.0,,,,,,,,,,,,,,,18.5,15.9,34.4,14.054054054054053,2.0,2.0,0.0
104,104,,35.0,13504579200.0,,,,,,,,,,,,,,,14.0,11.4,25.4,18.57142857142857,2.0,0.0,0.0
105,105,,,13452048000.0,,,,,,,,,,,,,,,18.5,15.1,33.6,18.37837837837838,0.0,0.0,0.0
106,106,00176,19.0,13566355200.0,1.2,0.01,9.29,928.9999999999999,32.2363,,13566355200.0,1.9,7.5,0.0,0.0,1.9,0.0,1.0,2.9,3.9,6.8,25.641025641025646,0.0,0.0,0.0
107,107,,,13411440000.0,,,,,,,,,,,,,,,15.1,9.3,24.4,38.41059602649006,2.5,0.0,0.0
108,108,,30.0,13465008000.0,,,,,,,,,,,,,,,23.2,18.7,41.9,19.396551724137932,3.0,0.0,0.0
109,109,00132,38.0,13471315200.0,2.79,2.33,4.99,499.0,17.3153,7.431459227467811,13472524800.0,4.0,7.5,30.0,120.0,0.3,13.44,0.0,11.7,11.6,23.299999999999997,0.8547008547008517,0.0,0.0,0.0
110,110,,,13442284800.0,,,,,,,,,,,,,,,16.8,16.3,33.1,2.976190476190476,2.5,0.0,0.0
111,111,,,13505529600.0,,,,,,,,,,,,,,,8.9,8.2,17.1,7.865168539325855,2.5,0.0,0.0
112,112,,,13435632000.0,,,,,,,,,,,,,,,15.1,11.9,27.0,21.192052980132445,1.0,0.0,0.0
113,113,00133,36.0,13479782400.0,19.6,4.12,4.64,463.99999999999994,16.1008,3.9079611650485435,13479782400.0,1.5,7.4,0.0,0.0,0.9,0.0,1.0,8.4,12.5,20.9,32.8,2.0,0.0,0.0
114,114,,,13403577600.0,,,,,,,,,,,,,,,9.2,7.4,16.6,19.565217391304337,4.0,0.0,0.0
115,115,,,13493692800.0,,,,,,,,,,,,,,,12.3,10.3,22.6,16.260162601626014,1.5,0.0,0.0
116,116,00132,28.0,13456195200.0,15.41,3.33,6.24,624.0,21.652800000000003,6.502342342342343,13456195200.0,5.0,7.5,0.0,0.0,0.2,0.0,1.0,11.0,12.9,23.9,14.728682170542637,0.0,0.0,0.0
117,117,00165,38.0,13348022400.0,9.47,3.45,,,,,13348022400.0,2.0,7.4,0.0,0.0,0.4,0.0,1.0,10.2,0.0,10.2,100.0,0.0,0.0,0.0
118,118,00119,34.0,13539139200.0,4.83,1.88,4.59,459.0,15.9273,8.471968085106385,13538793600.0,3.2,7.5,44.0,140.8,0.9,8.448000000000002,0.0,15.9,12.2,28.1,23.27044025157233,3.0,0.0,0.0
119,119,00199,36.0,13543372800.0,4.04,4.27,5.2,520.0,18.044,4.225761124121781,13542422400.0,1.2,7.6,135.0,162.0,0.5,23.166,0.0,17.9,14.5,32.4,18.994413407821224,3.0,0.0,0.0
120,120,,,13403318400.0,,,,,,,,,,,,,,,10.1,11.5,21.6,12.173913043478263,0.0,0.0,0.0
121,121,,,13431139200.0,,,,,,,,,,,,,,,15.7,15.1,30.799999999999997,3.821656050955412,0.0,0.0,0.0
122,122,00039,20.0,13550371200.0,8.02,4.53,7.75,775.0,26.892500000000002,5.936534216335541,13550371200.0,3.0,7.2,85.0,255.0,2.2,28.05,0.0,13.5,15.2,28.7,11.184210526315786,4.0,0.0,0.0
123,123,00012,19.0,13480128000.0,16.35,15.58,3.69,369.0,12.804300000000001,0.8218421052631579,13454726400.0,1.0,7.4,0.0,0.0,0.6,0.0,1.0,1.6,1.7,3.3,5.882352941176463,0.0,0.0,1.0
124,124,,,13432694400.0,,,,,,,,,,,,,,,27.9,14.8,42.7,46.95340501792114,0.0,0.0,0.0
125,125,,,13410576000.0,,,,,,,,,,,,,,,10.4,10.0,20.4,3.8461538461538494,0.0,0.0,0.0
126,126,00072,22.0,13555987200.0,4.54,3.41,6.17,617.0,21.4099,6.278563049853372,13555987200.0,4.0,7.3,23.0,92.0,0.7,4.968,0.0,16.5,15.7,32.2,4.848484848484853,3.0,0.0,0.0
127,127,,31.0,13458009600.0,,,,,,,,,,,,,,,16.3,15.0,31.3,7.97546012269939,0.0,0.0,0.0
128,128,,,13391568000.0,,,,,,,,,,,,,,,10.0,9.7,19.7,3.000000000000007,3.0,0.0,0.0
129,129,,,13396320000.0,,,,,,,,,,,,,,,11.3,10.2,21.5,9.734513274336296,0.0,0.0,0.0
130,130,,,13390876800.0,,,,,,,,,,,,,,,17.0,16.0,33.0,5.88235294117647,0.0,0.0,0.0
131,131,,,13464748800.0,,,,,,,,,,,,,,,18.2,16.4,34.599999999999994,9.890109890109894,0.0,0.0,0.0
132,132,00152,38.0,13478659200.0,4.27,1.54,5.42,542.0,18.8074,12.212597402597403,13508121600.0,,,,,,,,13.9,13.1,27.0,5.7553956834532425,0.0,0.0,0.0
133,133,00152,44.0,13484966400.0,40.35,19.49,4.64,463.99999999999994,16.1008,0.8261056952283222,13480732800.0,0.7,7.7,0.0,0.0,0.3,0.0,1.0,0.0,7.3,7.3,100.0,4.0,0.0,0.0
134,134,00040,40.0,13393641600.0,3.33,2.31,4.85,484.99999999999994,16.8295,7.285497835497835,13392432000.0,1.9,7.6,90.0,171.0,0.8,17.784,0.0,16.0,13.0,29.0,18.75,0.0,0.0,0.0
135,135,,,13421721600.0,,5.47,10.08,1008.0,34.9776,6.3944424131627065,13416192000.0,1.0,7.5,180.0,180.0,0.8,24.3,0.0,14.7,14.1,28.799999999999997,4.081632653061222,0.0,0.0,0.0
136,136,,,13362537600.0,,,,,,,,,,,,,,,18.0,17.0,35.0,5.555555555555555,0.0,0.0,0.0
137,137,03043,25.0,13392086400.0,5.59,,,,,,13392086400.0,4.0,7.5,1.5,6.0,0.2,0.0,0.0,19.7,16.0,35.7,18.78172588832487,1.0,0.0,0.0
138,138,00146,35.0,13492224000.0,1.05,3.35,6.08,608.0,21.0976,6.297791044776119,13491100800.0,2.5,7.7,20.0,50.0,1.3,1.625,0.0,17.8,17.7,35.5,0.5617977528089967,3.5,0.0,0.0
139,139,NA,26.0,13479782400.0,10.38,2.52,4.99,499.0,17.3153,6.871150793650794,13479782400.0,4.0,7.4,22.0,88.0,0.3,6.776,0.0,10.0,7.9,17.9,20.999999999999996,0.0,0.0,0.0
140,140,,,13390617600.0,,,,,,,,,,,,,,,19.0,18.0,37.0,5.263157894736842,0.0,0.0,0.0
141,141,00054,34.0,13462243200.0,15.37,5.16,5.02,501.99999999999994,17.4194,3.3758527131782943,13462243200.0,4.5,7.4,0.2,0.9,,0.0,0.0,9.3,7.7,17.0,17.20430107526882,0.0,0.0,0.0
142,142,00199,21.0,13464057600.0,1.97,4.5,6.73,673.0,23.3531,5.189577777777778,13465180800.0,3.0,7.5,110.0,330.0,0.6,44.55,0.0,24.4,23.8,48.2,2.459016393442614,3.0,2.5,0.0
143,143,00054,48.0,13414464000.0,4.51,2.31,6.03,603.0,20.924100000000003,9.058051948051949,13416105600.0,2.0,7.5,15.0,30.0,0.6,0.36,0.0,20.1,17.1,37.2,14.925373134328357,3.5,0.0,0.0
144,144,,,13486176000.0,,,,,,,,,,,,,,,15.2,14.3,29.5,5.921052631578938,2.0,0.0,0.0
145,145,00151,36.0,13466217600.0,2.47,2.29,7.12,712.0,24.706400000000002,10.788820960698692,13461984000.0,2.0,7.4,10.0,20.0,0.4,0.3,0.0,15.7,16.7,32.4,5.9880239520958085,2.0,0.0,0.0
146,146,00052,40.0,13492483200.0,2.6,2.49,5.41,541.0,18.7727,7.5392369477911645,13462588800.0,2.0,7.4,140.0,280.0,0.8,41.58,0.0,18.9,19.7,38.599999999999994,4.0609137055837605,0.0,0.0,0.0
147,147,,,13371264000.0,,,,,,,,,,,,,,,14.0,14.0,28.0,0.0,0.0,0.0,0.0
148,148,04010,23.0,13568083200.0,0.86,0.28,,,,,13562121600.0,,,,,,,,1.2,2.6,3.8,53.846153846153854,0.0,0.0,0.0
149,149,00183,26.0,13369449600.0,1.13,3.08,7.42,742.0,25.747400000000003,8.359545454545454,13370659200.0,2.2,7.6,28.0,61.60000000000001,0.6,6.899200000000001,0.0,14.9,11.9,26.8,20.13422818791946,1.5,0.0,0.0
150,150,,,13480473600.0,,,,,,,,,,,,,,,17.5,16.8,34.3,3.999999999999996,0.0,0.0,0.0
151,151,00125,21.0,13419388800.0,2.15,2.25,4.32,432.0,14.990400000000001,6.662400000000001,13427856000.0,,,,,,,,26.0,16.0,42.0,38.46153846153847,3.5,0.0,0.0
152,152,,,13487731200.0,,,,,,,,,,,,,,,13.2,12.3,25.5,6.818181818181808,2.0,0.0,0.0
153,153,00155,38.0,13540348800.0,4.35,3.12,5.78,578.0,20.056600000000003,6.428397435897437,13540348800.0,3.2,7.6,35.0,112.0,5.2,10.08,0.0,18.5,16.5,35.0,10.81081081081081,3.0,0.0,0.0
154,154,,,13385779200.0,,,,,,,,,,,,,,,13.0,12.0,25.0,7.6923076923076925,0.0,0.0,0.0
155,155,,,13382755200.0,,,,,,,,,,,,,,,27.0,17.0,44.0,37.03703703703704,2.0,1.0,0.0
156,156,NA,37.0,13396147200.0,3.82,5.51,6.63,663.0,23.0061,4.175335753176044,13396147200.0,2.8,7.3,0.0,0.0,0.2,0.0,1.0,23.0,21.0,44.0,8.695652173913043,3.0,1.0,0.0
157,157,,,13340764800.0,,,,,,,,,,,,,,,11.0,11.0,22.0,0.0,0.0,0.0,0.0
158,158,00139,23.0,13367376000.0,3.93,3.42,8.86,886.0,30.7442,8.98953216374269,13368499200.0,3.0,7.5,75.0,225.0,0.7,49.5,0.0,11.0,11.0,22.0,0.0,3.5,0.0,0.0
159,159,,,13372819200.0,,,,,,,,,,,,,,,16.0,16.0,32.0,0.0,0.0,0.0,0.0
160,160,00063,41.0,13412044800.0,3.58,3.42,6.93,693.0,24.0471,7.031315789473685,13411353600.0,5.0,7.4,0.0,0.0,0.2,0.0,1.0,10.0,23.0,33.0,56.52173913043478,0.0,0.0,0.0
161,161,00122,23.0,13473129600.0,2.98,2.89,8.31,831.0,28.835700000000003,9.977750865051904,13473129600.0,,,,,,,,10.9,9.4,20.3,13.761467889908257,2.0,0.0,0.0
162,162,00177,30.0,13399430400.0,5.87,1.88,3.9,390.0,13.533000000000001,7.19840425531915,13456022400.0,5.0,7.6,28.0,140.0,0.2,24.64,0.0,10.2,0.0,10.2,100.0,0.0,0.0,0.0
163,163,00054,20.0,13475030400.0,1.94,1.99,5.78,578.0,20.056600000000003,10.078693467336684,13473648000.0,4.5,7.4,55.0,247.5,0.8,34.65,0.0,15.4,13.5,28.9,12.337662337662339,0.0,0.0,0.0
164,164,81100,32.0,13452307200.0,26.24,9.3,3.61,361.0,12.5267,1.3469569892473117,13440902400.0,4.0,7.4,0.0,0.0,0.2,0.0,1.0,5.6,5.9,11.5,5.084745762711876,4.0,0.0,0.0
165,165,00168,26.0,13456195200.0,10.69,7.09,8.05,805.0000000000001,27.933500000000006,3.939844851904091,13456281600.0,2.5,7.4,48.0,120.0,0.7,13.5,0.0,15.7,17.3,33.0,9.248554913294806,0.0,0.0,0.0
166,166,NA,44.0,13369795200.0,8.77,4.03,3.84,384.0,13.3248,3.306401985111662,13369795200.0,,,,,,,,12.0,19.0,31.0,36.84210526315789,0.0,0.0,0.0
167,167,00035,38.0,13452652800.0,15.28,5.9,4.31,430.99999999999994,14.9557,2.534864406779661,13443408000.0,2.0,7.4,0.0,0.0,0.3,0.0,1.0,9.4,8.6,18.0,8.510638297872347,2.0,0.0,0.0
168,168,,,13393036800.0,,,,,,,,,,,,,,,21.0,17.0,38.0,19.047619047619047,1.0,0.0,0.0
169,169,,,13338345600.0,,,3.24,324.0,11.2428,,,,,,,,,,8.6,6.4,15.0,25.581395348837205,1.0,0.0,0.0
170,170,,,13397529600.0,,,,,,,,,,,,,,,23.0,23.0,46.0,0.0,2.0,0.0,0.0
171,171,,,13411785600.0,,,,,,,,,,,,,,,14.4,12.5,26.9,13.194444444444448,4.0,0.0,0.0
172,172,,,13426646400.0,,,,,,,,,,,,,,,24.1,27.5,51.6,12.363636363636358,1.5,0.0,0.0
173,173,NA,33.0,13417488000.0,2.08,3.94,5.85,585.0,20.2995,5.152157360406091,13413686400.0,,,,,,,,11.3,10.8,22.1,4.424778761061947,0.0,0.0,0.0
174,174,,35.0,13466476800.0,,,0.09,9.0,0.3123,,13450665600.0,,,,,,,,3.7,5.0,8.7,25.999999999999996,0.0,0.0,0.0
175,175,,,13401849600.0,,,,,,,,,,,,,,,29.0,23.0,52.0,20.689655172413794,0.0,0.0,0.0
176,176,03011,32.0,13521513600.0,3.0,2.76,4.2,420.0,14.574000000000002,5.280434782608697,13521513600.0,3.0,7.4,35.0,105.0,0.6,9.24,0.0,13.9,13.2,27.1,5.0359712230215905,3.0,1.0,0.0
177,177,,,13487731200.0,,,,,,,,,,,,,,,18.5,16.8,35.3,9.189189189189186,1.0,0.0,0.0
178,178,NA,25.0,13463798400.0,1.72,1.79,5.18,518.0,17.9746,10.04167597765363,13463798400.0,3.8,7.4,80.0,304.0,0.7,50.16,0.0,12.7,14.3,27.0,11.188811188811199,0.0,0.0,0.0
179,179,00012,45.0,13543372800.0,3.2,1.61,3.86,386.0,13.3942,8.319378881987577,13540780800.0,2.0,7.6,62.0,124.0,0.7,5.208,0.0,24.6,20.1,44.7,18.29268292682927,0.0,0.0,0.0
180,180,,,13549161600.0,,,,,,,,,,,,,,,24.4,21.9,46.3,10.245901639344263,3.0,0.0,0.0
181,181,,,13424227200.0,,,,,,,,,,,,,,,12.3,13.5,25.8,8.888888888888884,2.0,0.0,0.0
182,182,00043,19.0,13547260800.0,5.67,4.71,4.83,483.0,16.7601,3.558407643312102,13548729600.0,4.5,7.4,18.0,81.0,0.7,1.215,0.0,10.1,10.3,20.4,1.9417475728155442,0.0,0.0,0.0
183,183,,,13363142400.0,,,,,,,,,,,,,,,21.0,19.0,40.0,9.523809523809524,0.0,0.0,0.0
184,184,00139,41.0,13463452800.0,6.37,4.23,10.48,1048.0,36.3656,8.597068557919622,13463452800.0,5.0,7.3,10.0,50.0,0.4,1.8,0.0,12.4,11.0,23.4,11.290322580645164,0.0,0.0,0.0
185,185,00047,31.0,13452652800.0,24.06,4.33,3.97,397.0,13.775900000000002,3.1815011547344114,13452652800.0,3.8,7.2,0.0,0.0,0.8,0.0,1.0,8.7,0.0,8.7,100.0,0.0,0.0,0.0
186,186,,,13515984000.0,,,,,,,,,,,,,,,20.1,21.7,41.8,7.373271889400912,1.0,0.0,0.0
187,187,00014,63.0,13466476800.0,75.4,40.03,4.59,459.0,15.9273,0.39788408693479893,13479523200.0,,,,,,,,3.5,10.2,13.7,65.68627450980392,0.0,0.0,0.0
188,188,00044,26.0,13339209600.0,29.66,10.97,6.52,652.0,22.6244,2.0623883318140384,13308019200.0,3.0,7.5,0.1,0.3,0.6,0.0,0.0,0.0,8.4,8.4,100.0,4.0,0.0,0.0
189,189,NA,36.0,13485916800.0,10.09,5.78,1.47,147.0,5.1009,0.8825086505190312,13486780800.0,0.8,7.2,0.0,0.0,0.2,0.0,1.0,3.1,2.7,5.8,12.90322580645161,0.0,0.0,1.0
190,190,02046,26.0,13338345600.0,3.24,2.83,6.04,604.0,20.9588,7.405936395759717,13328496000.0,6.5,7.3,35.0,227.5,0.2,31.85,0.0,12.0,10.0,22.0,16.666666666666664,3.0,0.0,0.0
191,191,00012,58.0,13476153600.0,3.12,0.89,4.42,442.0,15.3374,17.233033707865168,13496457600.0,,,,,,,,27.0,28.1,55.1,3.9145907473309656,2.5,0.0,0.0
192,192,,,13356748800.0,,,,,,,,,,,,,,,19.0,17.0,36.0,10.526315789473683,2.5,0.0,0.0
193,193,,,13459910400.0,,,,,,,,,,,,,,,18.3,18.9,37.2,3.1746031746031633,1.5,1.0,0.0
194,194,,,13412044800.0,,,,,,,,,,,,,,,18.3,14.0,32.3,23.497267759562845,2.0,0.0,0.0
195,195,,,13486176000.0,,,,,,,,,,,,,,,18.5,18.6,37.1,0.5376344086021582,1.5,0.0,0.0
196,196,,,13444012800.0,,,,,,,,,,,,,,,16.2,12.7,28.9,21.60493827160494,0.0,0.0,0.0
197,197,00041,33.0,13391222400.0,27.39,8.65,4.13,413.0,14.331100000000001,1.6567745664739886,13389494400.0,,,,,,,,2.0,2.0,4.0,0.0,3.0,0.0,0.0
198,198,,,13464403200.0,,,,,,,,,,,,,,,16.2,19.1,35.3,15.18324607329844,0.0,0.0,0.0
199,199,,,13401849600.0,,,,,,,,,,,,,,,22.0,13.0,35.0,40.909090909090914,2.5,0.0,0.0
200,200,,,13397270400.0,,,,,,,,,,,,,,,15.0,13.0,28.0,13.333333333333334,1.0,0.0,0.0
201,201,00075,28.0,13412044800.0,5.35,3.89,8.44,844.0,29.2868,7.528740359897172,13416192000.0,4.0,7.4,20.0,80.0,0.5,3.2,0.0,10.0,10.0,20.0,0.0,1.0,0.0,0.0
202,202,,,13493433600.0,,,,,,,,,,,,,,,7.7,7.0,14.7,9.090909090909092,0.0,0.0,0.0
203,203,00181,77.0,13371955200.0,5.58,2.26,5.34,534.0,18.5298,8.199026548672569,13353811200.0,3.0,7.7,0.8,2.4,0.2,0.0,0.0,32.5,0.0,32.5,100.0,0.0,0.0,0.0
204,204,04026,31.0,13587436800.0,67.26,26.28,9.61,961.0,33.3467,1.268900304414003,13587436800.0,0.7,7.6,0.0,0.0,0.2,0.0,1.0,3.2,2.8,6.0,12.50000000000001,0.0,0.0,0.0
205,205,00139,53.0,13510627200.0,5.08,4.87,4.0,400.0,13.88,2.8501026694045177,13510627200.0,,,,,,,,15.0,15.5,30.5,3.225806451612903,0.0,0.0,0.0
206,206,,,13433212800.0,,,,,,,,,,,,,,,15.0,12.7,27.7,15.333333333333337,5.0,0.0,0.0
207,207,,,13368844800.0,,,,,,,,,,,,,,,20.0,13.0,33.0,35.0,3.5,2.0,0.0
208,208,,,13444444800.0,,,,,,,,,,,,,,,15.6,15.4,31.0,1.2820512820512775,3.0,0.0,0.0
209,209,,,13568169600.0,,,,,,,,,,,,,,,14.3,16.4,30.7,12.804878048780477,1.0,0.0,0.0
210,210,,,13431484800.0,,,,,,,,,,,,,,,13.3,11.8,25.1,11.278195488721805,0.0,0.0,0.0
211,211,00185,40.0,13384310400.0,4.0,2.05,5.4,540.0,18.738000000000003,9.14048780487805,13380508800.0,4.5,7.8,18.0,81.0,0.6,3.645,0.0,21.9,16.1,38.0,26.48401826484017,1.5,0.0,0.0
212,212,,,13484361600.0,,,,,,,,,,,,,,,15.7,14.5,30.2,7.643312101910824,0.0,0.0,0.0
213,213,,21.0,13453603200.0,,1.17,3.19,319.0,11.0693,9.460940170940171,13442371200.0,,,,,,,,18.5,0.0,18.5,100.0,0.0,1.0,0.0
214,214,,,13393382400.0,,,,,,,,,,,,,,,22.0,19.0,41.0,13.636363636363635,1.0,0.0,0.0
215,215,04011,32.0,13606012800.0,2.1,3.5,6.25,625.0,21.6875,6.196428571428571,13606012800.0,3.8,7.5,72.0,273.59999999999997,0.7,30.095999999999993,0.0,18.3,14.6,32.9,20.218579234972683,4.0,1.0,0.0
216,216,,,13514947200.0,,,,,,,,,,,,,,,15.2,13.8,29.0,9.210526315789465,4.0,0.0,0.0
217,217,,,13498272000.0,,,,,,,,,,,,,,,21.4,19.7,41.099999999999994,7.9439252336448565,0.0,0.0,0.0
218,218,00183,31.0,13409020800.0,8.17,3.05,,,,,,6.0,7.8,0.0,0.0,1.5,0.0,1.0,11.0,9.6,20.6,12.727272727272732,3.0,0.0,0.0
219,219,00139,25.0,13357958400.0,8.68,3.27,3.67,367.0,12.7349,3.894464831804281,13404182400.0,1.2,7.6,8.0,9.6,0.4,0.6336,0.0,16.0,17.0,33.0,5.88235294117647,0.0,0.0,0.0
220,220,00125,45.0,13477708800.0,4.35,4.43,6.36,636.0,22.069200000000002,4.981760722347631,13477881600.0,3.2,7.3,12.0,38.400000000000006,0.4,3.0912,0.0,11.7,11.4,23.1,2.564102564102555,2.0,0.0,0.0
